

           BASED ON NAD83 (June90 or NMIP94) DATUM           AUG. 6, 1997
         -------------------------------------------
       -  all co-ordinates are in UTM zone 14 unless otherwise stated.
       -  all co-ordinates are NAD83 (June90) unless otherwise stated.
                                                       UTM CO-ORDINATES
       STATION    LOCATION         ZONE  NAD83      EASTING        NORTHING
       7003233      WPG             14   JUNE90    630998.062     5519930.505
       7003234      WPG             14   JUNE90    630998.658     5519912.888
       7003235      WPG             14   JUNE90    632613.020     5520126.770
       7003236      WPG             14   JUNE90    632613.970     5520153.255
       7003237      WPG             14   JUNE90    632846.675     5520524.769
       7003238      WPG             14   JUNE90    631503.925     5515841.540
       7003239      WPG             14   JUNE90    631495.520     5515810.857
       7003240      WPG             14   JUNE90    631762.336     5515861.668
       7003241      WPG             14   JUNE90    631759.597     5516402.016
       7003242      WPG             14   JUNE90    631769.762     5515832.126
       7003243      WPG             14   JUNE90    632198.328     5516412.743
       7003244      WPG             14   JUNE90    632194.823     5516430.646
       7003245      WPG             14   JUNE90    632374.263     5516708.009
       7003246      WPG             14   JUNE90    632367.809     5516669.558
       7003247      WPG             14   JUNE90    632225.966     5515458.282
       7003248      WPG             14   JUNE90    632219.052     5515478.479
       7003249      WPG             14   JUNE90    632218.585     5515457.125
       7003250      WPG             14   JUNE90    632606.864     5516845.610
       7003251      WPG             14   JUNE90    632427.566     5515518.649
       7003252      WPG             14   JUNE90    632457.433     5515535.747
       7003253      WPG             14   JUNE90    632445.643     5515179.813
       7003254      WPG             14   JUNE90    631886.967     5514930.399
       7003257      WPG             14   JUNE90    630984.812     5520480.660
       7003258      WPG             14   JUNE90    630983.762     5520592.904
       7003259      WPG             14   JUNE90    631414.720     5520719.139
       7003260      WPG             14   JUNE90    631400.322     5520711.142
       7003261      WPG             14   JUNE90    631000.214     5520992.027
       7003262      WPG             14   JUNE90    630960.839     5520933.224
       7003263      WPG             14   JUNE90    632527.092     5521134.645
       7003264      WPG             14   JUNE90    632370.386     5521249.593
       7003265      WPG             14   JUNE90    622011.706     5526979.325
       7003266      WPG             14   JUNE90    621951.367     5526982.370
       7003267      WPG             14   JUNE90    621796.058     5526976.315
       7003268      WPG             14   JUNE90    631428.910     5521866.256
       7003269      WPG             14   JUNE90    631389.837     5521977.485
       7003270      WPG             14   JUNE90    631723.105     5522047.045
       7003271      WPG             14   JUNE90    633106.168     5520704.292
       7003272      WPG             14   JUNE90    633224.486     5520614.604
       7003273      WPG             14   JUNE90    632672.968     5521919.807
       7003274      WPG             14   JUNE90    632644.790     5521927.127
       7003275      WPG             14   JUNE90    632673.756     5521943.178
       7003276      WPG             14   JUNE90    632714.665     5521965.794
       7003277      WPG             14   JUNE90    633655.592     5521777.028
       7003278      WPG             14   JUNE90    633621.363     5521784.700
       7003279      WPG             14   JUNE90    633011.226     5521986.794
       7003280      WPG             14   JUNE90    633883.600     5523082.600
       7003281      WPG             14   JUNE90    633991.875     5523050.852
       7003282      WPG             14   JUNE90    634535.054     5523052.602
       7003283      WPG             14   JUNE90    634444.260     5523089.126
       7003284      WPG             14   JUNE90    633703.761     5522677.401
       7003285      WPG             14   JUNE90    633681.374     5522664.684
       7003286      WPG             14   JUNE90    635111.579     5523615.922
       7003287      WPG             14   JUNE90    635299.414     5523356.185
       7003288      WPG             14   JUNE90    635283.039     5523347.213
       7003289      WPG             14   JUNE90    634724.862     5522912.471
       7003291      WPG             14   JUNE90    632849.350     5522517.137
       7003292      WPG             14   JUNE90    632695.643     5522586.644
       7003293      WPG             14   JUNE90    632794.331     5522656.295
       7003294      WPG             14   JUNE90    632946.272     5522335.577
       7003295      WPG             14   JUNE90    633529.579     5522671.724
       7003296      WPG             14   JUNE90    633561.448     5522709.512
       7003297      WPG             14   JUNE90    633679.372     5523124.526
       7003298      WPG             14   JUNE90    632920.941     5521135.383
       7003299      WPG             14   JUNE90    632917.026     5521096.945
       7003300      WPG             14   JUNE90    633695.828     5516380.142
       7003301      WPG             14   JUNE90    633709.716     5516355.955
       7003302      WPG             14   JUNE90    633413.583     5516627.498
       7003303      WPG             14   JUNE90    633422.225     5516649.797
       7003304      WPG             14   JUNE90    633011.370     5516183.136
       7003305      WPG             14   JUNE90    633015.827     5516212.033
       7003306      WPG             14   JUNE90    633890.733     5516788.443
       7003307      WPG             14   JUNE90    633956.713     5516814.197
       7003308      WPG             14   JUNE90    633925.184     5516732.849
       7003309      WPG             14   JUNE90    634182.568     5517363.623
       7003310      WPG             14   JUNE90    634165.935     5517354.014
       7003311      WPG             14   JUNE90    634125.002     5517330.476
